review,clean_text,rating,sentiment
"makasih, pesanan iphone 13 saya sudah sampai dalam kondisi aman dan berfungsi dengan baik, packing aman menggunakan bubble wrap. semoga awet dan tahan lama..",makasih pesan iphone kondisi aman fungsi packing aman bubble wrap moga awet tahan,5,positive
"Pengemasan produk aman, barang ori dan segel.. hanya saja sudah request di notes minta kode PA/A tapi dikirimnya produk kode SA/A, its oke sih cuma harusnya lebih teliti lagi soalnya bilang produk PA/A ready tapi nyatanya ngga dikirim sesuai notes",emas produk aman barang ori segel request notes kode paa kirim produk kode saa its oke sih teliti bilang produk paa ready ngga kirim sesuai notes,5,positive
"Barang masih segel dan ada garansi resminya, moga awet",barang segel garansi resmi moga awet,5,positive
"jujur aku jarang beli barang yang mahal dan ad ketakutan ketika beli tetapi setelah aku ngobrol sama admin nya ternyata di yakin dan ramah banget, alhamdulillah barang nya sampai dengan selamat meskipun saya tanyain terus ke admin nya soal pengiriman nya tapi admin nya tetap balas nya cepat dan ramah, thnks buat admin nya🙏😄",jujur jarang beli barang mahal takut beli ngobrol admin nya ramah banget alhamdulillah barang nya selamat tanyain admin nya kirim nya admin nya balas nya cepat ramah thnks admin nya,5,positive
"Alhamdulillah sudah sampai,pengiriman nya cepet banget,new masih segel ,garansi aktif waktu pembelian..makasih admin",alhamdulillah sampaipengiriman nya cepet bangetnew segel garansi aktif pembelianmakasih admin,5,positive
"Barang Original Bergaransi Resmi ,sesuai request dapat Kode unit PA/A ,untuk saat ini masih aman2 saja,semoga kedepannya tidak ada kendala,terima kasih ISMILE & Tokopedia,puas belanja di sini harga murah,pengiriman cepat dan aman.",barang original garansi resmi sesuai request kode unit paa aman sajasemoga depan kendalaterima kasih ismile tokopediapuas belanja harga murahpengiriman cepat aman,5,positive
Bubble wrap lumayan tebel dan pas terbuka... taraaaa... beneran asli original TAM. Gak usah ragu beli iPhone di Toko ini. Terima kasih seller dan Tokopedia.,bubble wrap lumayan tebel pas buka taraaaa beneran asli original tam gak ragu beli iphone toko terima kasih seller tokopedia,5,positive
"imei terdaftar, produk ori. sudah ke 3x blanja di store ini dan tidak pernah ragu”  soal keaslian produknya👍",imei daftar produk ori blanja store ragu asli produk,5,positive
"Ud pakai hari ke 3 so far baik aja. Barang ori, pengiriman cepat, admin responsif. Semoga awet ya..",pakai far aja barang ori kirim cepat admin responsif moga awet,5,positive
"Warna dan memori sesuai, pengirimannya cukup cepat, kondisi mulus, garansi ibox. Thank you",warna memori sesuai kirim cepat kondisi mulus garansi ibox thank you,5,positive
"barang masih segel di jamin original sudah tiba dengan dan bisa di gunakan dengan baik tanpa kendala , Morowali 🙏
terimakasih ismile",barang segel jamin original kendala morowali terimakasih ismile,5,positive
"Barangnya tiba dengan baik.. belum test sinyal sih tapi semua tersegel rapi.
Packingnya juga aman. Berharap sinyal juga ok. Sayangnya memang ya gak ada kepala charger",barang test sinyal sih segel rapi packingnya aman harap sinyal sayang gak kepala charger,5,positive
"Produk ori, sesuai deskripsi, dan berfungsi dengan baik. Dapat bonus tempered glass dan anti crack. Harga lebih murah dari toko online dan offline lain. Pengemasan aman dan rapi karena bubblewrap nya tebal dan seller tidak mencantumkan nama produk yang dibeli jadi aman dari pencurian. Seller responsif dalam menjawab pertanyaan.

Pengiriman sangat cepat hanya 2 hari pakai ekspedisi JNE. Saran aja lebih baik bayar ongkir dan pilih kurir sendiri karena kurir rekomendasi (AnterAja) sering bermasalah dan lama sampainya dan ujung-ujungnya di oper juga ke JNE. Tapi tergantung daerah juga sih. Biar gak was-was aja apalagi barang elektronik.",produk ori sesuai deskripsi fungsi bonus tempered glass anti crack harga murah toko online offline emas aman rapi bubblewrap nya tebal seller cantum nama produk beli aman curi seller responsif kirim cepat pakai ekspedisi jne saran aja bayar ongkir pilih kurir kurir rekomendasi anteraja masalah sampai ujungujungnya oper jne gantung daerah sih biar gak waswas aja barang elektronik,5,positive
"Barang sesuai yang di harapkan dan original berpungsi dengan baik, penhiriman juga cepat, mudah mudahan  gak ada kendala",barang sesuai harap original pungsi penhiriman cepat mudah mudah gak kendala,5,positive
"jujur aman banget, admin responsif dan ramah banget. aku request garansi gdn dan produksi terbaru, yaa dapet garansi Digimap tapi isokeeyy trus aku cek 3utools juga aman banget produksi 2024. terimakasih iSmile!",jujur aman banget admin responsif ramah banget request garansi gdn produksi baru yaa dapet garansi digimap isokeeyy trus cek utools aman banget produksi terimakasih ismile,5,positive
"barang masih di segel Alhamdulillah barang sampai dengan selamat, pengemasan sangat baik. baru di buka tapi belum di cek di 3tools mudah mudahan garansi resmi dari iBox mudah mudahan ngga green screen, terbaik deh. adminya juga ramah",barang segel alhamdulillah barang selamat emas buka cek tools mudah mudah garansi resmi ibox mudah mudah ngga green screen baik deh adminya ramah,5,positive
"mantap. semua aman.saya minta kode PA tapi yang dikasih kode SA .. gpp lah yang penting masih kode resmi yang diakui pemerintah indonesia , yang penting bukan ex inter. . 

garansi tertera si foto yg saya upload. 1 Tahun.

segel aman. smua aman.",mantap amansaya kode kasih kode gpp kode resmi aku perintah indonesia inter garansi tera foto upload segel aman smua aman,5,positive
"bagus, ori , pengiriman cepat sampai dengan kondisi baik",bagus ori kirim cepat kondisi,5,positive
"barang sesuai dengan deskripsi dan gambar, pengiriman sangat cepat dan aman bubble warpnya tebel banget. semoga awet dan sukses selalu tokonyaa",barang sesuai deskripsi gambar kirim cepat aman bubble warpnya tebel banget moga awet sukses tokonyaa,5,positive
"makasih, alhamdulillah pesanan sudah diterima dg baik, masih tersegel, ada garansi resminya, pangiriman okey menggunakan bubble wrap berlapis²..semoga berkah, awet, dan bermanfaat..",makasih alhamdulillah pesan terima segel garansi resmi pangiriman okey bubble wrap berlapissemoga berkah awet manfaat,5,positive
"Review setelah 1 bulan pemakaiannya, yang pastinya ini adalah iPhone ori yang resmi dan pastinya sinyalnya aman. Untuk unit yang saya dapat dibeli pada tanggal 26 november dan saya aktifkan di tanggal 27. Dan ya garansinya aktif ketika pertama kali dinyalakan. Untuk kondisi jelas mulus dan pasti ada segel greenpeelnya, jadi jangan ragu ya gaes. Setelah 1 bulan battery health masih 100% (ini tergantung penggunaan dan jenis adaptor yang kalian pakai, usahakan pakai yang sudah MFI ya) 
Thanks buat miminnya yang sangat safety dalam packing barangnya, berikut ini adalah sampel foto & video selama saya pakai hp ini",review pakai pasti iphone ori resmi pasti sinyal aman unit beli tanggal november aktif tanggal garansi aktif kali nyala kondisi mulus segel greenpeelnya ragu gaes battery health gantung guna jenis adaptor pakai usaha pakai mfi thanks miminnya safety packing barang sampel foto video pakai,5,positive
"Barang original, garansi resmi, masih segel pas sampe, semuanya berfungsi dengan baik ✨ Adminnya ramah, responsif dan informatif kalo kita nanya2, fast response. Terbaikkk",barang original garansi resmi segel pas sampe fungsi adminnya ramah responsif informatif kalo nanya fast response terbaikkk,5,positive
"original ibox PA/A, adminnya ramah, sampai dengan selamat, bubble tebal, tanpa lecet sedikitpun, good joob semoga pemakaian aman🩷🩷🩷🩷",original ibox paa adminnya ramah selamat bubble tebal lecet sedikit good joob moga pakai aman,5,positive
"barang masih tersegel, packing aman, barang tdk ada cacat",barang segel packing aman barang tdk cacat,5,positive
"Alhamdulillah akhirnya mendarat dengan aman sentosa,Fast respon, packing rapih Real pic recommended seller Barang original . Pertahankan.",alhamdulillah darat aman sentosafast respon packing rapih real pic recommended seller barang original tahan,5,positive
"sesuai pesanan hanya saja dpt yg ID/A padahal pengennya yg SA/A tp bukan salah seller, krn lupa tulis di catatan
puas dgn produknya aman tidak ada kendala, pengiriman sampai sebelum estimasi, seller fast respon dan cs nya ramah² tiap kali di chat
trimakasih seller👍👍
trimakasih tokped👍👍",sesuai pesan dpt ida ken saa salah seller krn lupa tulis catat puas dgn produk aman kendala kirim estimasi seller fast respon nya ramah kali chat trimakasih seller trimakasih tokped,5,positive
"semua berfungsi dengan baik, sinyal dan lain halnya. CS nya responsif dan gercep. untuk pengirimannya juga cepat dan packingnya super aman di balut dengan bubble wrap tebellll. imei aman dan resmi indo, warna ijo nya KEREN BEUTT!!",fungsi sinyal hal nya responsif gercep kirim cepat packingnya super aman balut bubble wrap tebellll imei aman resmi indo warna ijo nya keren beutt,5,positive
"knapa cepet panas ya, kalo dibanding samsung A31",knapa cepet panas kalo banding samsung,5,positive
"mantapp dapet harga murah disini cuman 7jtan aja, produk bagus ori masih tersegel dan bergaransi, cuman cukup disayangkan packingnya terkesan seadanya aja seharusnya bisa lebih baik lagi untuk packagingnya yaa, yaa meski begitu produk sampai dengan aman sih",mantapp dapet harga murah cuman jtan aja produk bagus ori segel garansi cuman sayang packingnya kes ada aja packagingnya yaa yaa produk aman sih,5,positive
"Alhamdulillah datang dengan kondisi sangat baik, admin sangat membantu, packingan baik, hp nya semoga berguna dengan baik",alhamdulillah kondisi admin bantu packingan nya moga guna,5,positive
"Ori 100% mantap deh pokoknya🫶
Next harus beli lagi",ori mantap deh pokok next beli,5,positive
"Ip13 128gb midnight yg paling ditunggu di promo 1212, barang bagus, segel, garansi resmi",midnight tunggu promo barang bagus segel garansi resmi,5,positive
"Barang masih segel dan bergaransi resmi
Recomended",barang segel garansi resmi recomended,5,positive
"barang ori, garansi GDN oke gpplah walaupun udah minta PA/A",barang ori garansi gdn oke gpplah udah paa,5,positive
"Barang sampai dengan Aman, Packing sangat rapat. Pengiriman cepat. Handphone nya Original & ada kartu garansinya 👌 sudah dinyalakan dan berfungsi dengan baik",barang aman packing rapat kirim cepat handphone nya original kartu garansi nyala fungsi,5,positive
"pengriman cepat ID Express jakarta-jatim 2,5 hari, after sales ok cepat cuman terlalu banyak bot chat kata-kata terlalu baku, packing kurang safety kurang kuat hanya di balut bubble wrap saja tidak ada KARDUS BEKAS untuk tambahan POINT MINUS ➖ (AGAK PELIT KARDUS), sempet kecewa tapi tidak jadi soalnya tempered glassnya di taruh di belakang case supaya tidak pecah, karena biasa saya tau TG rawan pecah kalau ketekan. dapat iphone 13 series green ram/internal 4/128gb dengan kode region ID/A IMEI sinyal aman, oh ini made in china di buatnya di china kata after salesnya, dan menggunakan layar LCD Samsung/LG bukan BOE (beijing oreintasi electronic) hmm sekarang apa-apa china

allhamdulilah punya iphone semoga bisa menjadi berkah dan untuk ladang usaha aamiin ✌🏻",rim cepat express jakartajatim after sales cepat cuman bot chat katakata baku packing safety kuat balut bubble wrap kardus bekas tambah point minus pelit kardus sempet kecewa tempered glassnya taruh case pecah tau rawan pecah tekan iphone series green raminternal kode region ida imei sinyal aman made china buat china after salesnya layar lcd samsunglg boe beijing oreintasi electronic hmm apaapa china allhamdulilah iphone moga berkah ladang usaha aamiin,5,positive
"CS fast respon dan ramah 
packingnya oke, berlapis lapis buble. 
sempat berkendala d pengiriman karena bang kurir bawa balik krn d tempat yg menerima gk ada. babang kurirnya baik, amanah. 

semoga Hp awet ya. sejauh ini tdk ada kendala khusus. terima kasih",fast respon ramah packingnya oke lap lapis buble kendala kirim bang kurir bawa krn terima babang kurir amanah moga awet tdk kendala khusus terima kasih,5,positive
"barang masih di segel, sampai tepat waktu dan tidak lama. untuk berfungsi dengan baiknya blm tau, karena baru unboxing",barang segel fungsi baik blm tau unboxing,5,positive
"MANTAP GANNN 
1000% ORIGINAL BRAND SELLER SUPER RAMMAH POLL PENGIRIMAN SBY CUMA 3HARI WES AMAN BUBBLE TEBEL GARANSI RESMI BISMILLAH BELI LAGI ENTAH KAPAN 😁😁",mantap gannn original brand seller super rammah poll kirim sby wes aman bubble tebel garansi resmi bismillah beli,5,positive
"barang masih segel, sejauh ini aman tapi belum di buka, semoga awet",barang segel aman buka moga awet,5,positive
"Original Ibox garansi resmi,  sudah di validasi dan verifikasi unit via 3utools semua normal dan hijau 100%, makasi kak sukses selalu usaha nya...",original ibox garansi resmi validasi verifikasi unit via utools normal hijau makas kak sukses usaha nya,5,positive
"Alhamdulillah pertama x beli HP online dan lgsg HP mahal pulak🙈 pengiriman lama banget pake kurir rekomendasi, dr tgl 29 September baru sampe hari ini tgl 7 Oktober😭 gmn gak deg²an😭 seller ramah fast respon cm proses pengirimannya aja lama, tp puasss banget karna barang original dan sesuai, udh gt free case + temperglass, cuma saran aja sih packingnya supaya lebih aman lagi yaa dikasih kardus atau kayu setelah buble warp . thx you ❣️",alhamdulillah beli online lgsg mahal pulak kirim banget pake kurir rekomendasi tgl september sampe tgl oktober gmn gak degan seller ramah fast respon proses kirim aja puasss banget karna barang original sesuai udh free case temperglass saran aja sih packingnya aman yaa kasih kardus kayu buble warp thx you,5,positive
"Pesanan sesuai, admin fast respond, barang sampe dengan selamat, fitur aman, request kode unit PA/A juga diturutin. Makasih min",pesan sesuai admin fast respond barang sampe selamat fitur aman request kode unit paa diturutin makasih min,5,positive
"Joss barang original,sangat sesuai dengan kriteria handphone",joss barang originalsangat sesuai kriteria handphone,5,positive
"Barang bagus, sesuai pesanan, pengiriman cepat, oke semua",barang bagus sesuai pesan kirim cepat oke,5,positive
"Sunggu luar biasa sekali.. admin dan pengirimannya sesuai waktunya.. packing nya aman banget.. 

Terimakasih..
Semoga langganan beli disini.. 

Makasih banyak..",sunggu admin kirim sesuai packing nya aman banget terimakasih moga langgan beli makasih,5,positive
"Finally punya juga, Minta garansi gdn eh dikasi nya ibox, not bad lah, pengiriman cepet",finally garansi gdn kasi nya ibox not bad kirim cepet,5,positive
Mantab. Terimakasih banyak. Sesuai deskripsi. Pengiriman cepat. Fast response.,mantab terimakasih sesuai deskripsi kirim cepat fast response,5,positive
"proses cepat, packing aman, barang ok.
ga mengecekan dan sangat rekomen.
terima kasih ...",proses cepat packing aman barang kece rekomen terima kasih,5,positive
"Barangnya ori, sesuai permintaan, minta PA/A dikirim yg sesuai, semoga awet",barang ori sesuai minta paa kirim sesuai moga awet,5,positive
"Barang original, sesuai deskripsi..
Bagusssss…",barang original sesuai deskripsi bagusssss,5,positive
"Rekomendasi Banget! TOP BGT👍👍
adminn fast respon & pengiriman Kilat Banget(est 3-5 hari, pesan Hari besok nya udj datang), edukatif & sabar banget ke cust kayak aku baru perdana beralih ke iphone, jujur no tipu"".. Alhamdulillah di kasih kode SA/A",rekomendasi banget top bgt adminn fast respon kirim kilat bangetest pesan besok nya udj edukatif sabar banget cust kayak perdana alih iphone jujur tipu alhamdulillah kasih kode saa,5,positive
Kuliats mantap semuanya baru tidak ada lecet bahkan di boxnya warna sesuai yg dipesan,kuliats mantap lecet boxnya warna sesuai pes,5,positive
"makasih, pesanan iphone 13 saya sudah diterima dg baik, yg dibeliin suka, karena original..mau beli lagi yg biru, sudah order, tp infonya habis, akhirnya dicancel..tp sampai sekarang linknya masih aktif..gtw kenapa ya..",makasih pesan iphone terima dibeliin suka originalmau beli biru order info habis dicanceltp linknya aktifgtw,5,positive
"seneng bgttt unitnya bagus bgt dan emg ori, greenpeelll, top markotop deh pokoknyaaa",neng bgttt unit bagus bgt emg ori greenpeelll top markotop deh pokoknyaaa,5,positive
Barang msh segel utuh dengan warna dan spesifikasi sesuai order. harga termurah pokok nya mantap drpd beli ex inter,barang msh segel utuh warna spesifikasi sesuai order harga murah pokok nya mantap drpd beli inter,5,positive
"barang sudah sampai Peking rapi, barang original. semoga awat.",barang peking rapi barang original moga awat,5,positive
"seller gercep kurir juga. mantap pkoknya dpt diskon dri toped juga. sialnya baru beli besoknya mlh turun hrga, tp gpp lah bedanya gajauh",seller gercep kurir mantap pkoknya dpt diskon dri toped sial beli besok mlh turun hrga gpp beda gajauh,5,positive
"barang udah sampai sesuai dgn pesanan. mantap, mulus, tjakeeeeppp, ori pula! makasih kaka2 adminn 🫶🏻",barang udah sesuai dgn pesan mantap mulus tjakeeeeppp ori makasih kaka adminn,5,positive
"Sesuai pesanan dan deskripsi, diterima dengan kondisi baik kualitas produk bagus, barang diterima masih segel dan garansi resmi, produk original berfungsi dengan baik , semoga awet, respon seller cepat, Terima kasih",sesuai pesan deskripsi terima kondisi kualitas produk bagus barang terima segel garansi resmi produk original fungsi moga awet respon seller cepat terima kasih,5,positive
"Barang berfungsi dengan normal dan original, imei aktif, penjualnya juga responsif, terimakasih🙏",barang fungsi normal original imei aktif jual responsif terimakasih,5,positive
"Keren banget Toko ini, enggak salah pilih. Pengiriman cepat. Barang Resmi Original. Plus dapat bonus case dan anti gores dalam paket pembelian",keren banget toko salah pilih kirim cepat barang resmi original plus bonus case anti gores paket beli,5,positive
"original apple, packing aman, respon cepat. barang sesuai pesanan dan desripsi. terima kasih",original apple packing aman respon cepat barang sesuai pesan desripsi terima kasih,5,positive
"unit tiba ditujuan dengan selamat, mulus, segel , bergaransi resmi. pengiriman cepat, seller fast respon.",unit tuju selamat mulus segel garansi resmi kirim cepat seller fast respon,5,positive
"pertama beli iphone e-commerce,  ori +greenfeel unit mulus warna dan kapasitas sesuai order dpt bonus juga, 
mau cek imei. app kemenperin perbaikan server",beli iphone ecommerce ori greenfeel unit mulus warna kapasitas sesuai order dpt bonus cek imei app kemenperin baik server,5,positive
diterima dengan baik. packing ok  konfirmasinya juga oke  Terima kasih. foto realnya lupa. yg ada aja deh. tp overall oke bgt,terima packing konfirmasi oke terima kasih foto real lupa aja deh overall oke bgt,5,positive
"barang masih disegel, ada kartu garansi nya juga, pengiriman aman dan cepat",barang segel kartu garansi nya kirim aman cepat,5,positive
"Barang oke aman dan ter bubble dengan rapih tebal, dalam nya mulus tapi sayang ga da charger nya ga ada charger nya tidak ada charger nya…..",barang oke aman ter bubble rapih tebal nya mulus sayang charger nya charger nya charger nya,5,positive
"barang masih disegel, garansi resmi, bagus.",barang segel garansi resmi bagus,5,positive
"barang segel pengiriman cepat rapih bagus dapet promo potongan , sayang ga dapet promo case aja terima kasih seller",barang segel kirim cepat rapih bagus dapet promo potong sayang dapet promo case aja terima kasih seller,5,positive
"the best seller,produk original Apple",the best sellerproduk original apple,5,positive
"kualitas barang tidak perlu dipertanyakan, resmi dan semuanya berjalan dengan sangat baik!🤍 my very dream pink phone, thankyou ismile! dapet freebies casing dan antigoresnya jugaaa hehe",kualitas barang resmi jalan very dream pink phone thankyou ismile dapet freebies casing antigoresnya jugaaa hehe,5,positive
"garansi resmi, respon cepat, prosesnya jg cepat. mantap..",garansi resmi respon cepat proses cepat mantap,5,positive
"Barang masih di segel
Barang Ori Indonesia",barang segel barang ori indonesia,5,positive
"Trusted Seller, Fast Response and also Fast Delivery. thank You",trusted seller fast response and also fast delivery thank you,5,positive
"terima kasih, pesanan iphone 13 warna hitam (128 gb) telah diterima dalam keadaan selamat dan utuh. semoga awet dan tahan lama..",terima kasih pesan iphone warna hitam terima selamat utuh moga awet tahan,5,positive
"Hpnya original, pengemasan baik, pemakaian hari ke 5 semua sangat baik, harga juga lebih murah daripada tempat lain. Bener bener recommended untuk beli di sini.",hpnya original emas pakai harga murah bener bener recommended beli,5,positive
"wow amazing 
barangnya masih segel dan ORI tapi yang kurangnya saya mintanya yang PA/A tapi datangnya SA/A tapi gapapa, Alhamdulillah barang aman 👍🏻",wow amazing barang segel ori kurang minta paa datang saa gapapa alhamdulillah barang aman,5,positive
"Barangnya tiba sangat cepat,,, ori bagus dan paling lumayan tebal, garansi digimap,,, makasih saller cepat tanggap… Semoga awettt amin",barang cepat ori bagus lumayan tebal garansi digimap makasih saller cepat tanggap moga awettt amin,5,positive
"mantap udah pemakaian 4 bulan aman 😍, btw iphone yg di jual disini ori ya guyss, dan barang dikirim sesuai requestan",mantap udah pakai aman btw iphone jual ori guyss barang kirim sesuai requestan,5,positive
Tak kirimin hasil pemakaiannya aja. Resmi dptnya Digimap ID/A. Walaupun ngarepnya SA/A tapi gapapa yg penting resmi,kirimin hasil pakai aja resmi dptnya digimap ida ngarepnya saa gapapa resmi,5,positive
"Pengiriman Selamat Sampai Tujuan 
garansi on 1 tahun stelah aktivasi icloud",kirim selamat tuju garansi stelah aktivasi icloud,5,positive
"Seller Responsif, barang sampe dengan selamat, bubble wrap tebal. Harga Best Deal banget..",seller responsif barang sampe selamat bubble wrap tebal harga best deal banget,5,positive
"masih Segel
packaging aman
followup jg okay",segel packaging aman followup okay,5,positive
"Baring ori, original, admin ramah dan sangat membantu! Gausah ragu, asli bintang⭐️⭐️⭐️⭐️⭐️",baring ori original admin ramah bantu gausah ragu asli bintang,5,positive
"seller fast respon, packing aman, barang sesuai. pengiriman cukup cepat. semoga awet. terima kasih",seller fast respon packing aman barang sesuai kirim cepat moga awet terima kasih,5,positive
sangat sangat rekomendasi untuk di veli fitur garansi dan semua nya,rekomendasi veli fitur garansi nya,5,positive
"Alhamdulillah Masyaallah Tabarakallah, Iphonenya sampai dengan selamat, sempet ragu beli online, tp Alhamdulillah seller amanah, kurir jg amanah, bubble wrap tebel bgt, jd hpnya aman pas sampe, ga ada yg penyok sedikit pun dus nya",alhamdulillah masyaallah tabarakallah iphonenya selamat sempet ragu beli online alhamdulillah seller amanah kurir amanah bubble wrap tebel bgt hpnya aman pas sampe penyok dus nya,5,positive
Barang baguss pengiriman cepett. Ori juga kualitas amaan. Semoga awettt,barang baguss kirim cepett ori kualitas ama moga awettt,5,positive
"mantaps, sempat panik karna jam 8malam belum sampe² padahal sameday, trnyata jam 9baru Baru sampe barangnya,, sesuai reques minta garansi IBOX di kasih garansi ibox dan packing pun aman jaya... bismillah, semoga gak ada kendala dan awet.. terimakasih seller 🙏",mantaps panik karna jam malam sampe sameday trnyata jam sampe barang sesuai reques garansi ibox kasih garansi ibox packing aman jaya bismillah moga gak kendala awet terimakasih seller,5,positive
"alhamdulillah pesanan saya sampai dengan selamat, awalnya deg degan beli online karena takut barang gak sesuai. cuma satu ajasih kurangnya penjualnya kurang fast respon dan pengiriman lama bangett. semoga kedepannya diperbaiki yaa. saya kasih bintang lima utk barangnyaa.",alhamdulillah pesan selamat deg degan beli online takut barang gak sesuai ajasih kurang jual fast respon kirim bangett moga depan baik yaa kasih bintang utk barangnyaa,5,positive
"seller responsive, packaging aman, pengiriman dan instruksi jg jelas.",seller responsive packaging aman kirim instruksi,5,positive
"Barang New Original, pengiriman juga cepat sampai.",barang new original kirim cepat,5,positive
barang mantap sesuai pesanan dan mantap djiwa asik2 joss,barang mantap sesuai pesan mantap djiwa asik joss,5,positive
"Barang sudah diterima dalam kondisi baik, masih segel dan sesuai variasi warna. Dapat iphone dari *******",barang terima kondisi segel sesuai variasi warna iphone,5,positive
"Barang masih di segel dan bergarasi resmi. 
di packing alhamdulillah aman. 
terima kasih",barang segel garasi resmi packing alhamdulillah aman terima kasih,5,positive
"product asli/original, sampai dengan selamat, walaupun salah alamat...akhirnya sampai juga",product aslioriginal selamat salah alamatakhirnya,5,positive
"Alhamdulillah akhirnya sampai juga. Pertama kali beli hp di tokped. Cepet banget pengirimannya. Pesen Jumat pagi, Sabtu siang sampai. Pengiriman aman, barang ori BNIB dengan kode sesuai yang diinginkan. Trusted banget MasyaAllah dan lebih murah dibanding toko lain. Terimakasih iSmile🥹",alhamdulillah kali beli tokped cepet banget kirim sen jumat pagi sabtu siang kirim aman barang ori bnib kode sesuai trusted banget masyaallah murah banding toko terimakasih ismile,5,positive
"mantap, pengiriman cepat dan packing tebel 👍",mantap kirim cepat packing tebel,5,positive
mantap👍🏼 barang Ori.. pengiriman nya juga cepat,mantap barang ori kirim nya cepat,5,positive
"Setelah pencarian di bbrp e-commerce, keliling keliling cek semua seller dan riwayat penjualan serta testimoninya. Pilihan saya jatuh kepada toko ini. Sangat memuaskan. Barang sudah pasti original donk🤩 Sukses seller♥️🔥",cari bbrp ecommerce keliling keliling cek seller riwayat jual testimoninya pilih jatuh toko muas barang original donk sukses seller,5,positive
"All is purrrfect, sayang banget gadapet case",all purrrfect sayang banget gadapet case,5,positive
"Barang aman, mendarat dengan selamat, dapet PA/a , karena emang requestnya pa/a , warna sesuai. Starlight. Keren pokoknya",barang aman darat selamat dapet paa emang requestnya paa warna sesuai starlight keren pokok,5,positive
sampai dengan selamat dan barang sempurna,selamat barang sempurna,5,positive
"barang nya keadaan bagus aman buble nya tebel minta yg ibox di kirim nya yg ******* kirain ada gratis softcase wkwkk, sayang nya waktu pake kurir rekom dari tokped dpt nya sap expres agak ngecewain lama beut jadi harus di samperin ke gudang cabang kota nya jadi ngongkir lagi pake ojol pp yg harus nya grtis pengiriman",barang nya bagus aman buble nya tebel ibox kirim nya kirain gratis softcase wkwkk sayang nya pake kurir rekom tokped dpt nya sap expres ngecewain beut samperin gudang cabang kota nya ngongkir pake ojol nya grtis kirim,5,positive
Barang ori ibox… harga lumayan pengiriman juga cepet… terimaksih yaa packingnya juga aman banget,barang ori ibox harga lumayan kirim cepet terimaksih yaa packingnya aman banget,5,positive
Mantap sesuai pesanan dan greenpell masih pertama aktifasi mantap sukses gan,mantap sesuai pesan greenpell aktifasi mantap sukses gan,5,positive
barang Original dan segel dijamin mantulllllllllllllll,barang original segel jamin mantulllllllllllllll,5,positive
terima kasih min awalnya aku pikir nipu tapi ternyata beneran original.. maaf min sudah suudzon😭😭😭doakan aku semoga kontrak kerjaku diperpanjang minimal sampe tahun depan biar bisa selesai bayar cicilan paylaternya😭🙏🏻aamiin ya rabbalaamiin,terima kasih min pikir nipu beneran original maaf min suudzondoakan moga kontrak kerja panjang minimal sampe biar selesai bayar cicil paylaternyaaamiin rabbalaamiin,5,positive
"Alhamdulillah barang nya bagus dapet unit, PA/A, semoga awet, terimakasih admin🙏🏼🙏🏼",alhamdulillah barang nya bagus dapet unit paa moga awet terimakasih admin,5,positive
"amanah,,, packing rapih,,,bagus sesuai deskripsi.....",amanah packing rapihbagus sesuai deskripsi,5,positive
bagus mulus pengiriman oke .. lumayan dapet diskon,bagus mulus kirim oke lumayan dapet diskon,5,positive
"bagus, pengirimannya cepat juga, seharian mlm kirim jam 11 nyampe 
adikku suka",bagus kirim cepat hari mlm kirim jam nyampe adik suka,5,positive
"pokoknya ga nyangka hari ini pesen besok siang langsung sampe. barangnya bagus, dan semoga awet.",pokok nyangka sen besok siang langsung sampe barang bagus moga awet,5,positive
"Terima kasih reseller, hp dalam keadaan optimal dan masih bergaransi, resmi indonesia, alhamdulillah bisa sedikit menyenangkan istri 🫶🏻",terima kasih reseller optimal garansi resmi indonesia alhamdulillah senang istri,5,positive
Mantul lah resmi sesuai dengan yang di inginkan semoga tokonya semakin sukses,mantul resmi sesuai moga toko sukses,5,positive
"Reall, pengiriman agak khawatir kalau pake yang gratis ongkir lebih prefer pake yang next day atau instant aja. Admin nya sigap banget ngasih pemberitahuan dulu buat hati hati waspada penipuan via chat pokonyaa terima kasih admin",reall kirim khawatir pake gratis ongkir prefer pake next day instant aja admin nya sigap banget ngasih pemberitahuan hati hati waspada tipu via chat pokonyaa terima kasih admin,5,positive
Barangnya bagus tapi kan apatuh dia puasa hari iya begitu aja bestiekuh,barang bagus apatuh puasa iya aja bestiekuh,5,positive
Mantab pengiriman juga cepat warnanya sesuai,mantab kirim cepat warna sesuai,5,positive
Tidak ada kendala. Sejauh ini bagus.semoga tdk ada kendala kedepannya,kendala bagussemoga tdk kendala depan,5,positive
"mantap barang sesuai pesanan, toppp, pengiriman cepat",mantap barang sesuai pesan toppp kirim cepat,5,positive
Recommended. Top. terpercaya. Original.,recommended top percaya original,5,positive
"Tokonya fast reson dan sesuai request minta garansi GDN dikasih, makasih yaaa 🔥🔥🔥🔥🔥",toko fast reson sesuai request garansi gdn kasih makasih yaaa,5,positive
"sudah aku terima barangnya kak, meskipun req PA/A ternyata yg dtg SA/A, karna stock juga sih mungkin yg available itu, tp, aaaaa seneng bgtttt",terima barang kak req paa dtg saa karna stock sih available aaaaa neng bgtttt,5,positive
"iPhone datang dengan selamat, pengiriman cepat. terimakasih iSmile mantapp ✅✅✅🔥",iphone selamat kirim cepat terimakasih ismile mantapp,5,positive
